,law
0,"Quiconque accède ou se maintient intentionnellement et sans droit, dans   ou partie d’un système informatique, avec une intention frauduleuse est puni d’un emprisonnement de deux (02) ans à cinq (05) ans et d'une amende de cinq cent mille (500 000) francs CFA à deux millions (2 000 000) de francs CFA ou de l’une de ces peines seulement."
0,"Quiconque avec une intention frauduleuse ou dans le but de nuire, outrepasse son pouvoir d'accès légal à un système informatique, est puni d’un emprisonnement de deux (02) ans à cinq (05) ans et d'une amende de cinq cent mille (500 000) francs CFA à deux millions (2 000 000) de francs CFA ou de l’une de ces peines seulement."
0,"Lorsqu'il résulte des faits visés aux alinéas 1 à 3 soit la suppression, l’obtention ou la modification de données contenues dans le système informatique, soit une altération du fonctionnement de ce système informatique, les peines prévues dans ces alinéas seront doublées."
0,"Lorsque les faits visés aux alinéas 1 à 3 sont commis en violation de mesures de sécurité, la peine est la réclusion criminelle à temps de dix (10) ans à vingt (20) ans et une amende de cinq millions (5 000 000) de francs CFA à cinq cent millions (500 000 000) de francs CFA."
0,"L’accès, pour une   déterminée, à des systèmes informatiques est autorisé sans que le secret professionnel ou bancaire puisse être opposé conformément aux dispositions du code de procédure pénale."
0,Quiconque transfère sans autorisation des données d’un système informatique ou d’un moyen de stockage de données informatique est puni d’un emprisonnement de cinq (05) ans à dix (10) ans et d'une amende de cinq millions (5 000 000) à cent millions (100 000 000) de francs CFA.
0,"Si l’infraction visée à l’alinéa précédent est commise avec une intention frauduleuse, ou en rapport avec un système informatique connecté à un autre système informatique, ou en contournant les mesures de protection mises en place pour empêcher l'accès au contenu de la transmission non publique, les peines prévues à l’alinéa précédent sont   ."
0,"Une personne ne commet pas une infraction au sens du présent article, si : l’interception est réalisée conformément à un mandat de justice ; la communication est envoyée par ou est destinée à une personne qui a consenti à l’interception ; un fonctionnaire habilité estime qu’une interception est nécessaire en cas d’urgence, dans le but de prévenir un décès, une blessure ou un dommage à la santé physique ou mentale d’une personne, ou d’atténuer une blessure ou un dommage à la santé physique ou mentale d’une personne ; une personne morale ou physique est légalement autorisée pour les besoins de la sécurité publique ou de la défense nationale ; ou une personne morale ou physique est légalement autorisée en vertu des dispositions du code de procédure pénale."
0,"Quiconque, suite à la commission des faits visés à l’alinéa 1er, cause un dommage à des données dans le système informatique concerné   dans tout autre système informatique, est puni d’un emprisonnement de cinq (05) ans à dix (10) ans et d'une amende de cinq millions (5 000 000) à cinq cent millions (500 000 000) de francs CFA ou de l’une de ces peines seulement."
0,"Quiconque, suite à la commission des faits visés à l’alinéa 1er, provoque une perturbation grave ou empêche, totalement ou partiellement, le fonctionnement normal du système informatique concerné ou de tout autre système informatique, est condamné à la réclusion criminelle à temps de dix (10) ans à vingt (20) ans et à une amende de cinq millions (5 000 000) à cinq cent millions (500 000 000) de francs CFA ou de l'une de ces peines seulement."
0,"Lorsque la commission des faits visés à l’alinéa 1er touche une ou plusieurs infrastructures sensibles, au sens du présent code, la personne responsable est condamnée à la réclusion criminelle à temps de dix (10) ans à vingt (20) ans et à une amende de cinq millions (5 000 000) à cinq cent millions (500 000 000) de francs CFA ou de l'une de ces peines seulement."
0,La peine d’emprisonnement et l’amende sont applicables même si les conséquences sur le ou les systèmes informatiques visés aux alinéas précédents sont temporaires   permanentes.
0,"Si l'infraction visée à l’alinéa 1er est commise avec une intention frauduleuse ou dans le but de nuire, la peine d'emprisonnement est de deux (02) ans à cinq (05) ans et d'une amende de cinq cent mille (500 000) francs à deux millions (2 000 000) de francs CFA ou l’une de ces peines seulement."
0,La peine d’emprisonnement et l’amende sont applicables même si les conséquences sur le ou les systèmes informatiques visés aux alinéas précédents sont temporaires ou permanentes.
0,"Quiconque, intentionnellement et sans droit, possède au sens du présent code, dans l’intention de l’utiliser, un quelconque dispositif, y compris des données informatiques, principalement conçu ou adapté pour permettre la commission d’une ou plusieurs infractions visées au Titre I du présent Livre est puni d’un emprisonnement de six (06) mois à cinq (05) ans et d'une amende de cinq cent mille (500 000) francs CFA à deux millions (2 000 000) de francs CFA ou de l’une de ces peines seulement."
0,"Est puni d'une peine d'emprisonnement de deux ans à cinq (05) ans et d'une amende de cinq cent mille (500 000) francs CFA à deux millions (2 000 000) de francs CFA ou de l'une de ces peines seulement, tout officier ou fonctionnaire public, dépositaire ou agent de la force publique qui, à l'occasion de l'exercice de ses fonctions, hors les cas prévus par la loi ou sans respecter les formalités qu'elle prescrit, indûment, possède, produit, vend, obtient en vue de son   , importe, diffuse ou met à disposition sous une autre forme un dispositif, y compris   des   données   informatiques,    principalement conçu ou adapté pour permettre la commission d’une ou plusieurs infractions visées au Titre I du présent Livre."
